X,Y
0.257850E+0010,0.951605E+0009
0.257788E+0010,0.953378E+0009
0.257725E+0010,0.955151E+0009
0.257662E+0010,0.956923E+0009
0.257599E+0010,0.958695E+0009
0.257536E+0010,0.960467E+0009
0.257473E+0010,0.962238E+0009
0.257410E+0010,0.964009E+0009
0.257347E+0010,0.965779E+0009
0.257283E+0010,0.967549E+0009
0.257219E+0010,0.969319E+0009
0.257156E+0010,0.971088E+0009
0.257092E+0010,0.972856E+0009
0.257028E+0010,0.974624E+0009
0.256964E+0010,0.976392E+0009
0.256900E+0010,0.978159E+0009
0.256835E+0010,0.979926E+0009
0.256771E+0010,0.981692E+0009
0.256706E+0010,0.983458E+0009
0.256642E+0010,0.985224E+0009
0.256577E+0010,0.986989E+0009
0.256512E+0010,0.988753E+0009
0.256447E+0010,0.990518E+0009
0.256382E+0010,0.992281E+0009
0.256317E+0010,0.994045E+0009
0.256251E+0010,0.995807E+0009
0.256186E+0010,0.997570E+0009
0.256120E+0010,0.999332E+0009
0.256055E+0010,0.100109E+0010
0.255989E+0010,0.100285E+0010
0.255923E+0010,0.100461E+0010
0.255857E+0010,0.100638E+0010
0.255791E+0010,0.100813E+0010
0.255725E+0010,0.100989E+0010
0.255658E+0010,0.101165E+0010
0.255592E+0010,0.101341E+0010
0.255525E+0010,0.101517E+0010
0.255458E+0010,0.101693E+0010
0.255392E+0010,0.101868E+0010
0.255325E+0010,0.102044E+0010
0.255258E+0010,0.102220E+0010
0.255190E+0010,0.102395E+0010
0.255123E+0010,0.102571E+0010
0.255056E+0010,0.102746E+0010
0.254988E+0010,0.102922E+0010
0.254921E+0010,0.103097E+0010
0.254853E+0010,0.103272E+0010
0.254785E+0010,0.103448E+0010
0.254717E+0010,0.103623E+0010
0.254649E+0010,0.103798E+0010
0.254581E+0010,0.103973E+0010
0.254512E+0010,0.104148E+0010
0.254444E+0010,0.104323E+0010
0.254375E+0010,0.104498E+0010
0.254307E+0010,0.104673E+0010
0.254238E+0010,0.104848E+0010
0.254169E+0010,0.105023E+0010
0.254100E+0010,0.105198E+0010
0.254031E+0010,0.105373E+0010
0.253962E+0010,0.105547E+0010
0.253892E+0010,0.105722E+0010
0.253823E+0010,0.105897E+0010
0.253753E+0010,0.106071E+0010
0.253684E+0010,0.106246E+0010
0.253614E+0010,0.106420E+0010
0.253544E+0010,0.106595E+0010
0.253474E+0010,0.106769E+0010
0.253404E+0010,0.106943E+0010
0.253334E+0010,0.107118E+0010
0.253263E+0010,0.107292E+0010
0.253193E+0010,0.107466E+0010
0.253122E+0010,0.107640E+0010
0.253051E+0010,0.107814E+0010
0.252981E+0010,0.107988E+0010
0.252910E+0010,0.108162E+0010
0.252839E+0010,0.108336E+0010
0.252767E+0010,0.108510E+0010
0.252696E+0010,0.108684E+0010
0.252625E+0010,0.108858E+0010
0.252553E+0010,0.109032E+0010
0.252482E+0010,0.109205E+0010
0.252410E+0010,0.109379E+0010
0.252338E+0010,0.109553E+0010
0.252266E+0010,0.109726E+0010
0.252194E+0010,0.109900E+0010
0.252122E+0010,0.110073E+0010
0.252050E+0010,0.110247E+0010
0.251977E+0010,0.110420E+0010
0.251905E+0010,0.110593E+0010
0.251832E+0010,0.110766E+0010
0.251759E+0010,0.110940E+0010
0.251686E+0010,0.111113E+0010
0.251613E+0010,0.111286E+0010
0.251540E+0010,0.111459E+0010
0.251467E+0010,0.111632E+0010
0.251394E+0010,0.111805E+0010
